Main category,Sub1,Sub2,Sub3,Sub4,Sub5
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,КҮБн сетт ороогүй,Орлого хэсэгчлэн дамжаагүй,
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,КҮБн сетт ороогүй,Ухаалаг мэдээ дамжаагүй,
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,Хаан лоялти,Хөнгөлөлт огт тооцоогүй discount,
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,Хаан лоялти,Хөнгөлөлт буруу тооцсон discount,
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,Хаан лоялти,Оноо зарцуулж болохгүй байна Redeem,
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,Хаан лоялти,Оноо олгохгүй байна Award,
Лавлагаа,КҮБ,Төлбөр тооцоо гүйлгээ,Дата ПОС хөнгөлөлт,Хөнгөлөлт огт тооцоогүй Дата ПОС,
Лавлагаа,КҮБ,ПОС сетлемент шалгах,ШТС,,
Лавлагаа,КҮБ,ПОС сетлемент шалгах,Бусад КҮБ,,
Лавлагаа,КҮБ,ПОС гүйлгээ шалгах,Холболтын алдаа,,
Лавлагаа,КҮБ,ПОС гүйлгээ шалгах,Орлого дутуу,,
Лавлагаа,КҮБ,ПОС гүйлгээ шалгах,Авто буцаалт,,
Лавлагаа,КҮБ,ПОС гүйлгээ шалгах,Бусад гүйлгээ,,
Лавлагаа,КҮБ,ПОС гүйлгээ шалгах,,,
Лавлагаа,КҮБ,Икоммерс гүйлгээ шалгах,,,
Лавлагаа,КҮБ,Ухаалаг мэдээ илгээгдсэн эсэх,,,
Лавлагаа,КҮБ,Холболт алдаатай эсэх,Yomova,,
Лавлагаа,КҮБ,Холболт алдаатай эсэх,Spectra,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,BOM Голомт банкны картын алдаа,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,BOM ХХБанкны картын алдаа,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,BOM Төрийн банкны картын алдаа,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,BOM Хас банкны картын алдаа,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,BOM Бусад банкны картын алдаа,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,ХААН Банкны картын алдаа 801,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,ХААН Банкны картын алдаа 1904,,
Лавлагаа,КҮБ,Сүлжээ системийн алдаа,Датабанк сүлжээ системийн алдаа,,
Лавлагаа,КҮБ,Орлого ороогүй,Late EoD,,
Лавлагаа,Зээлтэй холбоотой,Урьдчилан тооцоолсон зээлийн хэмжээ,,,
Лавлагаа,Зээлтэй холбоотой,Зээлийн эргэн төлөлт үлдэгдэл лавлах,,,
Лавлагаа,Зээлтэй холбоотой,Дансны дэлгэрэнгүй мэдээлэл,,,
Лавлагаа,Картын үйлчилгээ,Кредит карт,Хуулга лавлах,,
Лавлагаа,Картын үйлчилгээ,Кредит карт,Нэхэмжлэл лавлах,,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,Алдаатай гүйлгээ,Картын эрсдэлийн оператортой холбосон,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,Алдаатай гүйлгээ,Алдааг шалгаж өгсөн,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,Шуудангийн хүргэлттэй холбоотой,KB код өгсөн,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,Шуудангийн хүргэлттэй холбоотой,Шуудангаас Төв банкруу буцаагдсан карт,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,АТМ хураагдсан карт,Карт салбарт авах хүсэлт илгээсэн,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,Картын төлөв шалгах,,
Лавлагаа,Картын үйлчилгээ,Карт шалгах,Картын лоялти оноо шалгах,,
Лавлагаа,Картын үйлчилгээ,Гүйлгээ шалгах,Дебит карт,,
Лавлагаа,Картын үйлчилгээ,Гүйлгээ шалгах,Икоммерс,,
Лавлагаа,Картын үйлчилгээ,Гүйлгээ шалгах,Кредит карт,,
Лавлагаа,Интернэт банк,Интернэт банк нэвтрэх нэр лавлах,,,
Лавлагаа,Бусад цахим үйлчилгээ,Ухаалаг мэдээ илгээгдсэн эсэх,,,
Лавлагаа,Бусад цахим үйлчилгээ,Ибиллингийн төлөлт лавлах,,,
Лавлагаа,Бусад цахим үйлчилгээ,Ибиллингийн төлбөрийн нөхцөл лавлах,,,
Лавлагаа,Интернэт банк,Гүйлгээ шалгах,Вэбээр хийсэн гүйлгээ,,
Лавлагаа,Интернэт банк,Гүйлгээ шалгах,Аппр хийсэн гүйлгээ,,
Лавлагаа,Мобайл банк,Гүйлгээ шалгах,Мессеж ирээгүй,,
Лавлагаа,Мобайл банк,Гүйлгээ шалгах,Холболт амжилтгүй гэсэн алдаа заасан,,
Лавлагаа,Мобайл банк,Гүйлгээ шалгах,Гүйлгээ шалгасан,,
Лавлагаа,Бусад цахим үйлчилгээ,Гүйлгээ шалгах,Телефон банкны үйлчилгээ,,
Лавлагаа,Бусад цахим үйлчилгээ,Гүйлгээ шалгах,QPAY,,
Лавлагаа,Бусад цахим үйлчилгээ,Гүйлгээ шалгах,Khan Pay,,
Лавлагаа,Төлбөр тооцоо,Орлогын гүйлгээ хураамж 200 төгрөг,,,
Лавлагаа,Төлбөр тооцоо,SWIFT гүйлгээ шалгах,,,
Лавлагаа,Төлбөр тооцоо,SWIFT гүйлгээ шалгах,GPI tracker хүлээн авсан шалгаж өгсөн,,
Лавлагаа,Төлбөр тооцоо,SWIFT гүйлгээ шалгах,GPI tracker шилжүүлсэн шалгаж өгсөн,,
Лавлагаа,Төлбөр тооцоо,SWIFT гүйлгээ шалгах,GPI tracker шалгуулах хүсэлт илгээсэн,,
Лавлагаа,Төлбөр тооцоо,Банк хоорондын гүйлгээ лавлах,Их дүнтэй гүйлгээ 3 саяас дээш,,
Лавлагаа,Төлбөр тооцоо,Банк хоорондын гүйлгээ лавлах,Бага дүнтэй гүйлгээ 3 сая,,
Лавлагаа,Төлбөр тооцоо,Дансны нэр дугаар шалгах,Банк хоорондын гүйлгээтэй холбоотой,,
Лавлагаа,Төлбөр тооцоо,Дансны нэр дугаар шалгах,Төлбөр төлөх данс,,
Лавлагаа,АТМ сүлжээ,АТМ ажиллахгүй,,,
Лавлагаа,Халамж,Холболттой данс,,,
Лавлагаа,Халамж,Гүйлгээ шалгуулах,НӨАТн урамшуулал шалгуулах,Амжилттай орсон гүйлгээ,
Лавлагаа,Халамж,Гүйлгээ шалгуулах,НӨАТн урамшуулал шалгуулах,Амжилтгүй болсон гүйлгээ,
Лавлагаа,Депозит бүтээгдэхүүн,Дансны дэлгэрэнгүй мэдээлэл,Данс нэр лавлах,Зээлийн данс,
Лавлагаа,Депозит бүтээгдэхүүн,Дансны дэлгэрэнгүй мэдээлэл,Данс нэр лавлах,Депозит данс,
Лавлагаа,Депозит бүтээгдэхүүн,Дансны гүйлгээ шалгах,Киоск төхөөрөмжөөр хийсэн гүйлгээ,,
Лавлагаа,Депозит бүтээгдэхүүн,Дансны гүйлгээ шалгах,Картаар хийсэн гүйлгээ,,
Лавлагаа,Депозит бүтээгдэхүүн,Дансны гүйлгээ шалгах,Дансны барилттай холбоотой,,
Лавлагаа,Депозит бүтээгдэхүүн,Дансны гүйлгээ шалгах,Данс андуурсан гүйлгээ,,
Лавлагаа,Депозит бүтээгдэхүүн,IBAN дугаар лавлах,,,
Лавлагаа,Депозит бүтээгдэхүүн,Мэдээлэл шинэчлээгүй тул данс STOP болсон,Мэдээлэл өгсөн,,
Лавлагаа,Депозит бүтээгдэхүүн,Мэдээлэл шинэчлээгүй тул данс STOP болсон,Бухимдалтай тул гомдлын ажилтан руу холбосон,,
Санхүүгийн бус гомдол,КҮБ,КҮБ орлоготой,Өндөрлөгөөний цаг өөрчлөгдсөн,,
Санхүүгийн бус гомдол,КҮБ,КҮБ орлоготой,Орлого хэсэгчлэн дамжаагүй,,
Санхүүгийн бус гомдол,КҮБ,КҮБ орлоготой,Орлого  бүтэн дамжаагүй,,
Санхүүгийн бус гомдол,КҮБ,ПОСн хэвийн ажиллагаатай холбоотой,Эвдрэл гэмтэлтэй холбоотой,,
Санхүүгийн бус гомдол,КҮБ,ПОСн хэвийн ажиллагаатай холбоотой,Холболтын алдаа байнга заадаг,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Бусад,,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,АТМ,Мөнгө дууссан,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,АТМ,Тог тасарсан,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,АТМ,Hitachi Атм сүлжээгүй болсон,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,АТМ,Зарлагын АТМ сүлжээгүй болсон,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,АТМ,Орлогын алдаа заасан,Өөрийн дансанд,
Санхүүгийн бус гомдол,Картын үйлчилгээ,АТМ,Орлогын алдаа заасан,Бусдын дансанд,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Шуудан хүргэлттэй холбоотой,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Картын идэвхижүүлэх код ирэхгүй алдаа заасан,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Шимтгэл хураамж,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Кредит карт,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Clamour карт,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Карт уншихгүй байна  Алдаа код бичих,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Карт уншуулахад ямарч хандалтгүй болсон,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,Бусад алдаа,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,Карт,City pass,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,ПОС,Пос сүлжээгүй болсон,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,ПОС,Бусад,,
Санхүүгийн бус гомдол,Картын үйлчилгээ,ПОС,Орлого ороогүй,,
Санхүүгийн бус гомдол,Дансны үйлчилгээ,Данс болон Карт хаагдсан төлөв,,,
Санхүүгийн бус гомдол,Дансны үйлчилгээ,Үйлчилгээний нөхцөл,,,
Санхүүгийн бус гомдол,Дансны үйлчилгээ,Шимтгэл хураамж,,,
Санхүүгийн бус гомдол,Банкс алдаа заасан,,,,
Санхүүгийн бус гомдол,IBANхолбоотой,,,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,нэвтрэх нууц код буруу,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,нэвтэрч болохгүй байна,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,гүйлгээний загвар алга болсон,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Ухаалаг мэдээ,утга дээр дебит гэж алдаа заасан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Лимит тэглээгүй алдаа заасан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Khan pay,Банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Khan pay,Бусад тайлбар бичих,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Khan pay,Харилцагчийн утасны сүлжээнээс хамаарсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Qpay,Цэс хандалтгүй болсон,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Qpay,Бусад тайлбар бичих,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Бусад имэйл нууц үг ирэхгүй байна банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Гүйлгээний баримт ирэхгүй байна Банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Идэвжүүлэх код ирэхгүй байна,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Нууц үг ирэхгүй байна  Gmail,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Нууц үг ирэхгүй байна  Yahoo,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Smart app ажиллахгүй болсон  Хаан банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Smart appр карт захиалахад алдаа заасан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Smart app ажиллахгүй болсон  Харилцагчийн интернэт холболтоос шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Web хандалтгүй болсон Банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Webр гүйлгээ хийсэн  Баримт ирээгүй  Нөхөж явуулсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Бусад тайлбар бичих,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Интернэт банкны нууц үг авахад чирэгдэлтэй,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Smart app ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Web ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Интернэт банк,Нэвтрэх болон гүйлгээний нууц үг солиход ойлгоймжгүй байна,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Телефон банк,Гүйлгээ хийхэд дансны дугаар буруу хэлсэн,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Телефон банк,Бусад тайлбар бичих,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Телефон банк,Телефон банк руу холбогдохгүй байна  Банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Ухаалаг мэдээ,Мобиком,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Ухаалаг мэдээ,Юнител,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Ухаалаг мэдээ,Жи мобайл,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Ухаалаг мэдээ,Скайтел,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Ухаалаг мэдээ,Хаан банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Мобайл банк,Хаан Банкнаас шалтгаалсан,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Мобайл банк,Мобиком,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Мобайл банк,Юнител,,
Санхүүгийн бус гомдол,Цахим үйлчилгээ,Мобайл банк,Скайтел,,
Санхүүгийн бус гомдол,Киоск,Ажиллахгүй байгаа талаар,,,
Санхүүгийн бус гомдол,Киоск,Иргэний үнэмлэх уншихгүй,,,
Санхүүгийн бус гомдол,Киоск,Хурууний хээ уншихгүй,,,
Санхүүгийн бус гомдол,Киоск,Хуулга гарахгүй,,,
Санхүүгийн бус гомдол,Киоск,Баримт гараагүй,,,
Санхүүгийн бус гомдол,Зээл,Байгууллагын зээлийн бүтээгдэхүүн,,,
Санхүүгийн бус гомдол,Зээл,Иргэдийн зээлийн бүтээгдэхүүн,Бусад,,
Санхүүгийн бус гомдол,Зээл,Иргэдийн зээлийн бүтээгдэхүүн,Онлайн зээл,Хадгаламж барьцаалсан зээл,
Санхүүгийн бус гомдол,Зээл,Иргэдийн зээлийн бүтээгдэхүүн,Онлайн зээл,Цалингийн зээл,
Санхүүгийн бус гомдол,Зээл,Иргэдийн зээлийн бүтээгдэхүүн,Тэтгэврийн зээл татсан,,
Санхүүгийн бус гомдол,Салбар тт,Үйлчилгээгээ цагт авч чадаагүй,,,
Санхүүгийн бус гомдол,Салбар тт,Зохион байгуулалт,Ахлах теллер цайны цагийн зохион байгуулалт муу байна,,
Санхүүгийн бус гомдол,Салбар тт,Зохион байгуулалт,Вип теллерийн цайны цагийн зохион байгуулалт муу байна,,
Санхүүгийн бус гомдол,Салбар тт,Зохион байгуулалт,Теллер удаан үйлчилж байна,,
Санхүүгийн бус гомдол,Салбар тт,Зохион байгуулалт,Теллер цайны цагийн зохион байгуулалт муу байна,,
Санхүүгийн бус гомдол,Салбар тт,Цагийн хуваарь,Ажлын өдөр 18:00 цагаас хойш ажиллахгүй байна,,
Санхүүгийн бус гомдол,Салбар тт,Цагийн хуваарь,Амралтын өдөр ажилладаг тт цөөхөн байна,,
Санхүүгийн бус гомдол,Салбар тт,Цагийн хуваарь,Бүх нийтийн амралтын ажиллахгүй байна,,
Санхүүгийн бус гомдол,Салбар тт,Бусад,,,
Санхүүгийн бус гомдол,Салбар тт,Тохижилт,Цэвэрлэгээ муу,,
Санхүүгийн бус гомдол,Салбар тт,Тохижилт,Агааржуулалт муу,,
Санхүүгийн бус гомдол,Салбар тт,Тохижилт,Гэрэлтүүлэг муу,,
Санхүүгийн бус гомдол,Салбар тт,Тохижилт,АТМ гэрэлтүүлэг,,
Санхүүгийн бус гомдол,Салбар тт,Тохижилт,Тохижилт муу,,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Гадаад төлбөр тооцоо,,,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Банк хоорондын гүйлгээ,Их дүнтэй гүйлгээ 3 саяас дээш,МБаас шалтгаалсан,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Банк хоорондын гүйлгээ,Их дүнтэй гүйлгээ 3 саяас дээш,Хаан банкнаас шалгтгаалсан,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Банк хоорондын гүйлгээ,Их дүнтэй гүйлгээ 3 саяас дээш,Бусад банкнаас шалтгаалсан,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Банк хоорондын гүйлгээ,Бага дүнтэй гүйлгээ 3 сая хүртэл,МБаас шалтгаалсан,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Банк хоорондын гүйлгээ,Бага дүнтэй гүйлгээ 3 сая хүртэл,Хаан банкнаас шалгтгаалсан,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Банк хоорондын гүйлгээ,Бага дүнтэй гүйлгээ 3 сая хүртэл,Бусад банкнаас шалтгаалсан,
Санхүүгийн бус гомдол,Бусад,Имэйл ойлгомжгүй,Хаан Банкнаас илгээсэн анхааруулга имэйл ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Бусад,Имэйл ойлгомжгүй,Цахим банкаар гүйлгээ хийхэд ойлгомжгүй имэйл ирж байна,,
Санхүүгийн бус гомдол,Бусад,Реклам ойлгомжгүй,Шинэ нэвтэрч байгаа бүтээгдэхүүний реклам ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Бусад,Реклам ойлгомжгүй,Аяны хүрээнд байгаа реклам ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Бусад,Мессеж ойлгомжгүй,Аяны хүрээнд явж байгаа мессеж ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Бусад,Мессеж ойлгомжгүй,Банкнаас явж байгаа анхааруулга мессеж ойлгомжгүй байна,,
Санхүүгийн бус гомдол,Бусад,Банксны өндөрлөгөөтэй холбоотой,,,
Санхүүгийн бус гомдол,Төлбөр тооцоо гүйлгээ,Валют хөрвүүлэг алдаатай,,,
Санал,Inbound,Цахим банк,Интернэт банк,,
Санал,Inbound,Цахим банк,Мобайл банк,,
Санал,Inbound,Цахим банк,Телефон банк,,
Санал,Inbound,Цахим банк,Ухаалаг банк,,
Санал,Inbound,Цахим банк,Ухаалаг мэдээ,,
Санал,Inbound,Цахим банк,Ибиллинг,,
Санал,Inbound,Цахим банк,Khan Pay,,
Санал,Inbound,Цахим банк,Qpay,,
Санал,Inbound,Карт,Дебит карт,,
Санал,Inbound,Карт,Кредит карт,,
Санал,Inbound,Карт,Икоммерс,,
Санал,Inbound,Зээл,Хэрэглээний зээл,,
Санал,Inbound,Зээл,Бизнесийн зээл,,
Санал,Inbound,Депозит бүтээгдэхүүн,Депозит бүтээгдэхүүн,,
Санал,Inbound,Хураамж,Цахим банкны бүтээгдэхүүн үйлчилгээний хураамж,,
Санал,Inbound,Хураамж,Бусад,,
Санал,Inbound,ПОС,ПОС,,
Санал,Inbound,АТМ,АТМ,,
Санал,Inbound,Салбар,УБИБ,,
Санал,Inbound,Салбар,ОНИБ,,
Санал,Inbound,Бусад,Бусад,,
Санал,Outbound,Care outbound,Амжилттай,,
Санал,Outbound,Care outbound,Амжилтгүй,,
Санал,Outbound,Survey outbound,Амжилттай,,
Санал,Outbound,Survey outbound,Амжилтгүй,,
Санал,Merchants care,Care outbound,Welcome care,,
Санал,Merchants care,Care outbound,Regular care,,
Санал,Талархал,Киоск,,,
Санал,Талархал,Ажилтан,Салбар ТТ,,
Санал,Талархал,Ажилтан,ҮНТ,,
Санал,Талархал,Ажилтан,ГУА,,
Санал,Талархал,Ажилтан,Төв банк,,
Санал,Талархал,Бусад,,,
Санал,Хариу өгсөн,АТМ,Хариу өгсөн,,
Санал,Хариу өгсөн,Бусад санал,Хариу өгсөн,,
Санал,Хариу өгсөн,Дансны үйлчилгээ,Хариу өгсөн,,
Санал,Хариу өгсөн,Зээл,Хариу өгсөн,,
Санал,Хариу өгсөн,Карт,Кредит карт,,
Санал,Хариу өгсөн,Карт,Икоммерс,,
Санал,Хариу өгсөн,Карт,Дебит карт,,
Санал,Хариу өгсөн,ПОС,Хариу өгсөн,,
Санал,Хариу өгсөн,Төлбөр тооцоо гүйлгээ,Хариу өгсөн,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Интернэт банк,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Мобайл банк,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Телефон банк,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Ухаалаг банк,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Ухаалаг мэдээ,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Ибиллинг,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Khan pay,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Qpay,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,ТВ банк,,
Санал,Хариу өгсөн,Цахим үйлчилгээ,Мессеж банк,,
Үйлчилгээ,КҮБ,Гадагш мэйл явуулсан,POS team,,
Үйлчилгээ,КҮБ,Гадагш мэйл явуулсан,Төлбөр тооцоо,,
Үйлчилгээ,КҮБ,Гадагш мэйл явуулсан,ГУАлба,,
Үйлчилгээ,КҮБ,Дуудлага Засвар,Yomova,,
Үйлчилгээ,КҮБ,Дуудлага Засвар,Spectra,,
Үйлчилгээ,Картын үйлчилгээ,Дэд карт сурагчийн карт захиалга,,,
Үйлчилгээ,Картын үйлчилгээ,Шинэ картын захиалга debit,,,
Үйлчилгээ,Картын үйлчилгээ,Сунгах нөхөн авах,Картын хугацаа сунгах захиалга,,
Үйлчилгээ,Картын үйлчилгээ,Сунгах нөхөн авах,Карт нөхөн авах захиалга,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Хаасан,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Хаагдсан карт,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Хааж данс зогсоосон,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Хаагаагүй,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Карт нээх,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Warm карт нээх,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Fraud карт нээх,,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Карт олсон тухай,Картыг хаасан,
Үйлчилгээ,Картын үйлчилгээ,Төлөв өөрчлөх,Карт олсон тухай,Карт хаалттай байсан,
Үйлчилгээ,Картын үйлчилгээ,Hold гүйлгээ,Гүйлгээг шалгаж өгсөн,,
Үйлчилгээ,Картын үйлчилгээ,Hold гүйлгээ,Картыг хааж гомдолруу холбосон,,
Үйлчилгээ,Картын үйлчилгээ,Hold гүйлгээ,Картыг хааж гомдолруу холбосон,,
Үйлчилгээ,Картын үйлчилгээ,Hold гүйлгээ,Картыг хаахгүй гомдолруу холбосон,,
Үйлчилгээ,Картын үйлчилгээ,Pin count reset,Мартсан пин код сэргээх,,
Үйлчилгээ,Картын үйлчилгээ,Pin count reset,Картын пин кодны блок гаргах,,
Үйлчилгээ,Дансны үйлчилгээ,Үйлчилгээ болон тохиргоо,Account hold,,
Үйлчилгээ,Дансны үйлчилгээ,Үйлчилгээ болон тохиргоо,Account hold release,,
Үйлчилгээ,Дансны үйлчилгээ,Үйлчилгээ болон тохиргоо,Stop account,,
Үйлчилгээ,Дансны үйлчилгээ,Үйлчилгээ болон тохиргоо,Release STOP status of account,,
Үйлчилгээ,Бусад цахим үйлчилгээ,Шинэ бүртгэл,Ухаалаг мэдээ,,
Үйлчилгээ,Бусад цахим үйлчилгээ,Шинэ бүртгэл,Телефон банк,,
Үйлчилгээ,Мобайл банк,Шинэ бүртгэл,,,
Үйлчилгээ,Интернэт банк,Шинэ бүртгэл,,,
Үйлчилгээ,Мобайл банк,Төлөв өөрчлөх,Зогсоосон төлөв нээх,,
Үйлчилгээ,Мобайл банк,Төлөв өөрчлөх,Төлөв түр зогсоох,,
Үйлчилгээ,Интернэт банк,Төлөв өөрчлөх,Зогсоосон төлөв нээх,,
Үйлчилгээ,Интернэт банк,Төлөв өөрчлөх,Төлөв түр зогсоох,,
Үйлчилгээ,Интернэт банк,OTP блок гаргах,,,
Үйлчилгээ,Мобайл банк,Блоклосон нууц үг сэргээх,,,
Үйлчилгээ,Мобайл банк,Нууц үг шинээр үүсгэх,,,
Үйлчилгээ,Мобайл банк,Хугацаа сунгах,,,
Үйлчилгээ,Интернэт банк,Хугацаа сунгах,,,
Дуудлага тасарсан,Авмагц тасарсан,,,,
Дуудлага тасарсан,Ярианы дундуур тасарсан,,,,
Гадаад харилцагч,Оператор луу холбосон,,,,
